PLAYER_NAME,TEAM_ID,PLAYER_ID,SEASON
"CJ Miles",1610612761,101139,2018
"Caleb Swanigan",1610612757,1628403,2018
"Corey Brewer",1610612755,201147,2018
"Courtney Lee",1610612752,201584,2018
"Cameron Payne",1610612739,1626166,2018
"Cameron Payne",1610612741,1626166,2018
"Carmelo Anthony",1610612745,2546,2018
"Cameron Reynolds",1610612758,1629244,2018
"Cameron Oliver",1610612757,1628419,2018
"Chinanu Onuaku",1610612757,1627778,2018
"C.J. Anderson",1610612737,1629190,2018
"Charles Cooke",1610612748,1628429,2018
"Chris Chiozza",1610612764,1629185,2018
"Codi Miller-McIntyre",1610612742,1629149,2018
"C.J. Wilcox",1610612754,203912,2018
"Chris McCullough",1610612765,1626191,2018
"Cole Aldrich",1610612737,202332,2018
"Cedi Osman",1610612739,1626224,2017
"Clint Capela",1610612745,203991,2017
"Chris Paul",1610612745,101108,2017
"Cheick Diallo",1610612740,1627767,2017
"CJ Miles",1610612761,101139,2017
"Cory Joseph",1610612754,202709,2017
"Chris McCullough",1610612764,1626191,2017
"Carmelo Anthony",1610612760,2546,2017
"Corey Brewer",1610612760,201147,2017
"Cole Aldrich",1610612750,202332,2017
"CJ McCollum",1610612757,203468,2017
"Caleb Swanigan",1610612757,1628403,2017
"Chinanu Onuaku",1610612745,1627778,2017
"Channing Frye",1610612747,101112,2017
"C.J. Williams",1610612746,203710,2017
"Charles Cooke",1610612740,1628429,2017
"Cristiano Felicio",1610612741,1626245,2017
"Cameron Payne",1610612741,1626166,2017
"Courtney Lee",1610612752,201584,2017
"Caris LeVert",1610612751,1627747,2017
"Chandler Parsons",1610612763,202718,2017
"Cody Zeller",1610612766,203469,2017
"Chris Boucher",1610612744,1628449,2017
"Corey Brewer",1610612747,201147,2017
"Channing Frye",1610612739,101112,2017
"Carrick Felix",1610612764,203467,2017
"Cameron Oliver",1610612745,1628419,2017
"Cliff Alexander",1610612740,1626146,2017
"C.J. Wilcox",1610612757,203912,2017
"Chris Johnson",1610612745,203187,2017
"Channing Frye",1610612739,101112,2016
"Clint Capela",1610612745,203991,2016
"Chinanu Onuaku",1610612745,1627778,2016
"Cory Joseph",1610612761,202709,2016
"Chris Paul",1610612746,101108,2016
"Cristiano Felicio",1610612741,1626245,2016
"CJ McCollum",1610612757,203468,2016
"CJ Miles",1610612754,101139,2016
"Cameron Payne",1610612741,1626166,2016
"Cole Aldrich",1610612750,202332,2016
"Cheick Diallo",1610612740,1627767,2016
"Corey Brewer",1610612747,201147,2016
"Caris LeVert",1610612751,1627747,2016
"Chris McCullough",1610612764,1626191,2016
"Carmelo Anthony",1610612752,2546,2016
"Courtney Lee",1610612752,201584,2016
"Chasson Randle",1610612752,1626184,2016
"Cody Zeller",1610612766,203469,2016
"Christian Wood",1610612766,1626174,2016
"C.J. Watson",1610612753,201228,2016
"C.J. Wilcox",1610612753,203912,2016
"Chandler Parsons",1610612763,202718,2016
"Corey Brewer",1610612745,201147,2016
"Cameron Payne",1610612760,1626166,2016
"Chris McCullough",1610612751,1626191,2016
"Chasson Randle",1610612755,1626184,2016
"Chris Andersen",1610612739,2365,2016
"C.J. Williams",1610612742,203710,2016
"Cat Barber",1610612755,1627760,2016
"Casper Ware",1610612764,203810,2016
"Chris Bosh",1610612748,2547,2016
"Cleanthony Early",1610612752,203921,2016
"Chris Johnson",1610612762,203187,2016
"Cameron Jones",1610612744,202841,2016
"Chris Crawford",1610612763,204039,2016
"Cory Jefferson",1610612739,203928,2016
"Chris Wright",1610612760,202874,2016
"Chase Budinger",1610612751,201978,2016
"Cliff Alexander",1610612753,1626146,2016
"Chris Copeland",1610612740,203142,2016
"Channing Frye",1610612739,101112,2015
"Cameron Payne",1610612760,1626166,2015
"Cory Joseph",1610612761,202709,2015
"CJ McCollum",1610612757,203468,2015
"Chris Kaman",1610612757,2549,2015
"Courtney Lee",1610612766,201584,2015
"Cody Zeller",1610612766,203469,2015
"CJ Miles",1610612754,101139,2015
"C.J. Wilcox",1610612746,203912,2015
"Cole Aldrich",1610612746,202332,2015
"Corey Brewer",1610612745,201147,2015
"Clint Capela",1610612745,203991,2015
"Charlie Villanueva",1610612742,101111,2015
"Chris Paul",1610612746,101108,2015
"Chris Andersen",1610612763,2365,2015
"Caron Butler",1610612758,2406,2015
"Chase Budinger",1610612756,201978,2015
"Chris Johnson",1610612762,203187,2015
"C.J. Watson",1610612753,201228,2015
"Carl Landry",1610612755,201171,2015
"Christian Wood",1610612755,1626174,2015
"Cristiano Felicio",1610612741,1626245,2015
"Chris McCullough",1610612751,1626191,2015
"Cleanthony Early",1610612752,203921,2015
"Carmelo Anthony",1610612752,2546,2015
"Cameron Bairstow",1610612741,203946,2015
"Cliff Alexander",1610612757,1626146,2015
"Coty Clarke",1610612738,1626262,2015
"Chandler Parsons",1610612742,202718,2015
"Chase Budinger",1610612754,201978,2015
"Chris Copeland",1610612749,203142,2015
"Channing Frye",1610612753,101112,2015
"Courtney Lee",1610612763,201584,2015
"Chris Bosh",1610612748,2547,2015
"Cory Jefferson",1610612756,203928,2015
"Chris Andersen",1610612748,2365,2015
"Chuck Hayes",1610612745,101236,2015
"Chris Walker",1610612745,1626217,2015
"Corey Walden",1610612738,1626258,2015
"CJ Fair",1610612754,203927,2015
"Chris Babb",1610612744,203569,2015
"Chris Udofia",1610612744,1627224,2015
"Chuck Hayes",1610612746,101236,2015
"Cartier Martin",1610612765,201858,2015
"Chris Douglas-Roberts",1610612740,201604,2015
"Chris Daniels",1610612751,202808,2015
"Corey Hawkins",1610612748,1626186,2015
"Chris Johnson",1610612739,202419,2015
"Corey Webster",1610612740,1626290,2015
"Charlie Westbrook",1610612749,203586,2015
"Corey Brewer",1610612745,201147,2014
"Clint Capela",1610612745,203991,2014
"Chris Paul",1610612746,101108,2014
"Courtney Lee",1610612763,201584,2014
"Cameron Bairstow",1610612741,203946,2014
"Cory Joseph",1610612759,202709,2014
"CJ McCollum",1610612757,203468,2014
"Chris Kaman",1610612757,2549,2014
"Charlie Villanueva",1610612742,101111,2014
"Chuck Hayes",1610612761,101236,2014
"Cory Jefferson",1610612751,203928,2014
"Chandler Parsons",1610612742,202718,2014
"Channing Frye",1610612753,101112,2014
"Carl Landry",1610612758,201171,2014
"Carlos Boozer",1610612747,2430,2014
"CJ Miles",1610612754,101139,2014
"C.J. Watson",1610612754,201228,2014
"Chris Andersen",1610612748,2365,2014
"Caron Butler",1610612765,2406,2014
"Cartier Martin",1610612765,201858,2014
"Cole Aldrich",1610612752,202332,2014
"Cleanthony Early",1610612752,203921,2014
"Chase Budinger",1610612750,201978,2014
"Chris Babb",1610612738,203569,2014
"Chris Johnson",1610612762,203187,2014
"Chris Copeland",1610612754,203142,2014
"C.J. Wilcox",1610612746,203912,2014
"Chris Johnson",1610612749,203187,2014
"Cody Zeller",1610612766,203469,2014
"Chris Bosh",1610612748,2547,2014
"Carmelo Anthony",1610612752,2546,2014
"Chris Douglas-Roberts",1610612746,201604,2014
"Corey Brewer",1610612750,201147,2014
"Chris Johnson",1610612755,203187,2014
"Carrick Felix",1610612762,203467,2014
"CJ Fair",1610612754,203927,2014
"Chris Singleton",1610612754,202698,2014
"Casper Ware",1610612755,203810,2014
"Christian Watford",1610612738,204024,2014
"Chris Crawford",1610612739,204039,2014
"Chris Wright",1610612749,202874,2014
"Casey Prather",1610612756,204062,2014
"Chris Johnson",1610612748,202419,2014
"Chris Bosh",1610612748,2547,2013
"Chris Andersen",1610612748,2365,2013
"Cory Joseph",1610612759,202709,2013
"Caron Butler",1610612760,2406,2013
"C.J. Watson",1610612754,201228,2013
"Chris Copeland",1610612754,203142,2013
"Chris Paul",1610612746,101108,2013
"CJ McCollum",1610612757,203468,2013
"Chuck Hayes",1610612761,101236,2013
"Cartier Martin",1610612737,201858,2013
"Courtney Lee",1610612763,201584,2013
"Chandler Parsons",1610612745,202718,2013
"Carlos Boozer",1610612741,2430,2013
"Cody Zeller",1610612766,203469,2013
"Chris Douglas-Roberts",1610612766,201604,2013
"Chris Kaman",1610612747,2549,2013
"Channing Frye",1610612756,101112,2013
"Cole Aldrich",1610612752,202332,2013
"Carmelo Anthony",1610612752,2546,2013
"Casper Ware",1610612755,203810,2013
"Carrick Felix",1610612739,203467,2013
"CJ Miles",1610612739,101139,2013
"Chris Babb",1610612738,203569,2013
"Chris Johnson",1610612738,203187,2013
"Charlie Villanueva",1610612765,101111,2013
"Corey Brewer",1610612750,201147,2013
"Chase Budinger",1610612750,201978,2013
"Chris Wright",1610612749,202874,2013
"Chris Singleton",1610612764,202698,2013
"Carl Landry",1610612758,201171,2013
"Caron Butler",1610612749,2406,2013
"Chauncey Billups",1610612765,1497,2013
"Cartier Martin",1610612741,201858,2013
"Courtney Lee",1610612738,201584,2013
"Chris Smith",1610612752,203147,2013
"Chuck Hayes",1610612758,101236,2013
"Chris Johnson",1610612751,203187,2013
"CJ Leslie",1610612752,203466,2013
"Chris Johnson",1610612750,202419,2013
"Carlos Morais",1610612761,203577,2013
"Chris Wright",1610612761,202874,2013
"Chris Douglas-Roberts",1610612752,201604,2013
"Charlie Westbrook",1610612748,203586,2013
"Courtney Fells",1610612759,203587,2013
"Corey Maggette",1610612759,1894,2013
"Cameron Jones",1610612744,202841,2013
"Cory Joseph",1610612759,202709,2012
"Chris Bosh",1610612748,2547,2012
"Chris Andersen",1610612748,2365,2012
"Carmelo Anthony",1610612752,2546,2012
"Chris Copeland",1610612752,203142,2012
"Carl Landry",1610612744,201171,2012
"Carlos Boozer",1610612741,2430,2012
"C.J. Watson",1610612751,201228,2012
"Chandler Parsons",1610612745,202718,2012
"Caron Butler",1610612746,2406,2012
"Chauncey Billups",1610612746,1497,2012
"Chris Paul",1610612746,101108,2012
"Courtney Lee",1610612738,201584,2012
"Chris Wilcox",1610612738,2404,2012
"Corey Brewer",1610612743,201147,2012
"Carlos Delfino",1610612745,2568,2012
"Chris Duhon",1610612747,2768,2012
"Cole Aldrich",1610612758,202332,2012
"Chuck Hayes",1610612758,101236,2012
"Chase Budinger",1610612750,201978,2012
"Chris Johnson",1610612750,202419,2012
"Chris Kaman",1610612742,2549,2012
"Cartier Martin",1610612764,201858,2012
"Chris Singleton",1610612764,202698,2012
"Charles Jenkins",1610612755,202724,2012
"CJ Miles",1610612739,101139,2012
"Chris Quinn",1610612739,200809,2012
"Charlie Villanueva",1610612765,101111,2012
"Corey Maggette",1610612765,1894,2012
"Chris Wright",1610612742,203203,2012
"Charles Jenkins",1610612744,202724,2012
"Cole Aldrich",1610612745,202332,2012
"Chris Johnson",1610612763,203187,2012
"Chris Douglas-Roberts",1610612742,201604,2012
"Cory Higgins",1610612766,202809,2012
"Chris Johnson",1610612753,203187,2012
"Cole Aldrich",1610612760,202332,2012
"Carlon Brown",1610612744,203185,2012
"Coby Karl",1610612757,201207,2012
"Chris Quinn",1610612762,200809,2012
"Chris Douglas-Roberts",1610612747,201604,2012
"Chris Wright",1610612740,203203,2012
"Carleton Scott",1610612751,203163,2012
"Carldell Johnson",1610612737,201291,2012
"Cole Aldrich",1610612760,202332,2011
"Chris Bosh",1610612748,2547,2011
"Craig Brackins",1610612755,202342,2011
"Caron Butler",1610612746,2406,2011
"Chris Paul",1610612746,101108,2011
"Corey Brewer",1610612743,201147,2011
"Carlos Boozer",1610612741,2430,2011
"C.J. Watson",1610612741,201228,2011
"Christian Eyenga",1610612747,201963,2011
"Chris Andersen",1610612743,2365,2011
"Carmelo Anthony",1610612752,2546,2011
"Chris Duhon",1610612753,2768,2011
"Carl Landry",1610612740,201171,2011
"Chris Kaman",1610612740,2549,2011
"Chase Budinger",1610612745,201978,2011
"Courtney Lee",1610612745,201584,2011
"Courtney Fortson",1610612745,202622,2011
"Chandler Parsons",1610612745,202718,2011
"Cory Joseph",1610612759,202709,2011
"Chris Wright",1610612744,202874,2011
"Charles Jenkins",1610612744,202724,2011
"Chuck Hayes",1610612758,101236,2011
"Craig Smith",1610612757,200783,2011
"Cory Higgins",1610612766,202809,2011
"Chris Singleton",1610612764,202698,2011
"Cartier Martin",1610612764,201858,2011
"Carlos Delfino",1610612749,2568,2011
"Charlie Villanueva",1610612765,101111,2011
"Channing Frye",1610612756,101112,2011
"Corey Maggette",1610612766,1894,2011
"Chris Johnson",1610612740,202419,2011
"CJ Miles",1610612762,101139,2011
"Chris Johnson",1610612757,202419,2011
"Chris Wilcox",1610612738,2404,2011
"Christian Eyenga",1610612739,201963,2011
"Carldell Johnson",1610612740,201291,2011
"Chauncey Billups",1610612746,1497,2011
"Courtney Fortson",1610612746,202622,2011
"Cory Higgins",1610612743,202809,2011
"Corey Brewer",1610612742,201147,2010
"Chris Bosh",1610612748,2547,2010
"Carlos Boozer",1610612741,2430,2010
"C.J. Watson",1610612741,201228,2010
"Carlos Arroyo",1610612738,2306,2010
"Chris Duhon",1610612753,2768,2010
"Carl Landry",1610612740,201171,2010
"Chris Paul",1610612740,101108,2010
"Chris Johnson",1610612757,202419,2010
"Chris Andersen",1610612743,2365,2010
"Carmelo Anthony",1610612752,2546,2010
"Chauncey Billups",1610612752,1497,2010
"Charlie Bell",1610612744,2294,2010
"Chase Budinger",1610612745,201978,2010
"Chuck Hayes",1610612745,101236,2010
"Courtney Lee",1610612745,201584,2010
"Carlos Delfino",1610612749,2568,2010
"Corey Maggette",1610612749,1894,2010
"Chris Douglas-Roberts",1610612749,201604,2010
"Craig Smith",1610612746,200783,2010
"Channing Frye",1610612756,101112,2010
"CJ Miles",1610612762,101139,2010
"Chris Wilcox",1610612765,2404,2010
"Charlie Villanueva",1610612765,101111,2010
"Christian Eyenga",1610612739,201963,2010
"Chris Quinn",1610612759,200809,2010
"Chris Kaman",1610612746,2549,2010
"Cartier Martin",1610612764,201858,2010
"Cole Aldrich",1610612760,202332,2010
"Craig Brackins",1610612755,202342,2010
"Chris Johnson",1610612738,202419,2010
"Carlos Arroyo",1610612748,2306,2010
"Corey Brewer",1610612752,201147,2010
"Carmelo Anthony",1610612743,2546,2010
"Chauncey Billups",1610612743,1497,2010
"Carl Landry",1610612758,201171,2010
"Corey Brewer",1610612750,201147,2010
"Caron Butler",1610612742,2406,2010
"Curtis Jerrells",1610612740,201998,2010
"Chris Quinn",1610612755,200809,2010
"Chris Kramer",1610612749,202423,2010
"Curtis Jerrells",1610612759,201998,2010
"Connor Atchley",1610612758,202213,2010
"Chucky Atkins",1610612756,1088,2010
"Cedric Jackson",1610612739,202132,2010
"Channing Frye",1610612756,101112,2009
"CJ Miles",1610612762,101139,2009
"Carlos Boozer",1610612762,2430,2009
"Carlos Delfino",1610612749,2568,2009
"Charlie Bell",1610612749,2294,2009
"Carmelo Anthony",1610612743,2546,2009
"Chauncey Billups",1610612743,1497,2009
"Chris Andersen",1610612743,2365,2009
"Caron Butler",1610612742,2406,2009
"Chris Richard",1610612741,201181,2009
"Carlos Arroyo",1610612748,2306,2009
"Chris Duhon",1610612752,2768,2009
"Chris Kaman",1610612746,2549,2009
"Craig Smith",1610612746,200783,2009
"Cartier Martin",1610612764,201858,2009
"Cedric Jackson",1610612764,202132,2009
"Chucky Atkins",1610612765,1088,2009
"Charlie Villanueva",1610612765,101111,2009
"Corey Brewer",1610612750,201147,2009
"Chris Hunter",1610612744,201805,2009
"Corey Maggette",1610612744,1894,2009
"C.J. Watson",1610612744,201228,2009
"Courtney Lee",1610612751,201584,2009
"Chris Quinn",1610612751,200809,2009
"Chris Douglas-Roberts",1610612751,201604,2009
"Chris Paul",1610612740,101108,2009
"Chuck Hayes",1610612745,101236,2009
"Chase Budinger",1610612745,201978,2009
"Carl Landry",1610612758,201171,2009
"Chris Bosh",1610612761,2547,2009
"Chris Wilcox",1610612765,2404,2009
"Cedric Jackson",1610612759,202132,2009
"Carl Landry",1610612745,201171,2009
"Cedric Jackson",1610612739,202132,2009
"Caron Butler",1610612764,2406,2009
"Coby Karl",1610612744,201207,2009
"Cartier Martin",1610612744,201858,2009
"Coby Karl",1610612739,201207,2009
"Chris Hunter",1610612752,201805,2009
"Curtis Jerrells",1610612759,201998,2009
"Courtney Sims",1610612737,201235,2009
"Carlos Powell",1610612756,201225,2009
"Chris Quinn",1610612748,200809,2009
